representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
708;FEDERATION DES INDUSTRIES DES RESEAUX D INITIATIVE PUBLIQUE;790734990;SIREN
708;CLUB DES DIRIGEANTS RESEAUX ET TELECOMS;538076191;SIREN
708;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
709;AENEAS;501594964;SIREN
709;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
709;ALLIANCE DES COMPOSANTS ET SYSTEMES POUR L'INDUSTRIE ELECTRONIQUE;798778965;SIREN
709;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
709;ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE - ANRT -;784668717;SIREN
709;ASSOCIATION DES ENTREPRISES MONTROUGIENNES;511872046;SIREN
710;GROUPEMENT NATIONAL CHAINES HOTELIERES;390659647;SIREN
710;ALLIANCE 46.2 ENTREPRENDRE EN FRANCE POUR LE TOURISME;801265836;SIREN
711;CHAMB SYND IMPORT AUTOMOBILES MOTOCYCLES;784717126;SIREN
711;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
711;ASSOCIATION PRO FRANCE;523645299;SIREN
711;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
712;UNION SOCIALE POUR HABITAT REG CTRE;421013012;SIREN
712;ASSOCIATION DEPARTEMENTALE DES ORGANISMES D'H.L.M. D'INDRE ET LOIRE AYANT POUR SIGLE ADO 37;W372002657;RNA
712;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;428437529;SIREN
712;UNION NATIONALE FEDERATION H L M;775697907;SIREN
715;F.N.A.R.;537838203;SIREN
717;FRANCE DIGITALE;791772445;SIREN
717;SYNTEC NUMERIQUE;384719001;SIREN
717;SYNDICAT DES REGIES INTERNET;482600806;SIREN
720;FESAC;484376678;SIREN
721;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
722;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
722;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
723;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
724;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
725;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
725;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
725;UNIDEN;434856894;SIREN
727;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
727;INTERPROFESSION NATIONALE PORCINE;448608067;SIREN
728;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
728;FEDERATION FRANCAISE DU BATIMENT HAUTS DE FRANCE;780611760;SIREN
729;MOUVEMENT DES ENTREPRISES DE FRANCE;783440647;SIREN
729;FEDERATION FRANCAISE DU BATIMENT GRAND EST;780428587;SIREN
729;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
729;FEDERATION TRAVAUX PUBLICS REG LORRAINE;311068894;SIREN
730;FRANCE CHIMIE;784358855;SIREN
730;MAISON DE LA CHIMIE CONGRES;784308934;SIREN
730;ASS FRANCAISE ENTR POUR L'ENVIRONNEMENT;388574907;SIREN
730;UNION INDUS PROTECT PLANT UIPP;785308420;SIREN
730;INSTITUT NATIONAL D'ETUDES SUPERIEURES AGRONOMIQUES DE MONTPELLIER;130002793;SIREN
730;LENICA;822597118;SIREN
730;ASSOC DEMETER FRANCE;319632840;SIREN
730;ASSOCIATION CHIMIE DU VEGETAL;508402542;SIREN
730;COLLEGE DES DIRECTEURS DU DEVELOPPEMENT DURABLE;795312511;SIREN
730;ASSOCIATION ALLIANCE CHIMIE RECYCLAGE;752862474;SIREN
730;FEDERAT INDUST PEINT VERNI COU;784359366;SIREN
731;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
733;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
733;CONFEDERATION GENERALE PETITES ET MOYENNE ENTREPRISE ALPC;821290582;SIREN
734;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
734;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
734;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
734;ASFA ASSOCIATION PROFESSIONNELLE DES SOCIETES FRANCAISES CONCESSIONNAIRES OU EXPLOITANTES D'AUTOROUTES OU D'OUVRAGES ROUTIERS;W751041866;RNA
734;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
734;ENTREPRISE GENERALES FRANCE BATI TRAVAUX;775661937;SIREN
735;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
735;COMITE VENDOME;784178634;SIREN
735;UNION DES ANNONCEURS;784669533;SIREN
735;FEDERATION DES ENTREPRISES  DE LA BEAUTE;784717167;SIREN
735;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
735;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
735;COMITE CHAMPS ELYSEES;398484873;SIREN
735;COMITE FRANCE CHINE;315982454;SIREN
735;FEDER FRANCAISE DE LA MAROQUINERIE;784227415;SIREN
735;FED FSE COUT PRET PORTER COUT CREATMODE;423488196;SIREN
735;UNION FR BIJOUTERIE JOAILLERIE ORFEV;784203820;SIREN
735;FEDERATION FRANCAISE DE LA PARFUMERIE SELECTIVE;303003982;SIREN
735;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
735;INSTITUT MONTAIGNE;444920318;SIREN
735;INSTITUT DE L ENTREPRISE;302655154;SIREN
735;COSMETIC VALLEY;413570375;SIREN
739;RASSEMBLEMENT POUR LA PLANETE;792732455;SIREN
742;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
743;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;W922002965;RNA
743;SYND NATIONAL DES ENTREPRISES SECURITE;392735809;SIREN
744;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
745;UNION NATIONALE FEDERATION H L M;775697907;SIREN
746;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
746;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
746;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
746;CONFERE;752906719;SIREN
750;CHAMBRE DE COMMERCE AMERICAINE EN FRANCE - AMERICAN CHAMBER OF COMMERCE IN FRANCE;W751038014;RNA
750;GROUPEMENT DES PROFESSIONNELS DES METIERS DE L'AERIEN GPMA;W751187965;RNA
750;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
750;BAR FRANCE - BOARD OF AIRLINES REPRESENTATIVES FRANCE;W751012547;RNA
751;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
752;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
753;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
753;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
753;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
753;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
753;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
753;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
754;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
756;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
756;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
756;GIE ALLIANCE DU COMMERCE;811252089;SIREN
758;F.N.A.R.;537838203;SIREN
758;LE CLUB DECENTRALISATION & HABITAT BRETAGNE;W353008404;RNA
758;CREHA OUEST;327822177;SIREN
758;CENTRE RESSOUR POLIT VILLE BRETAGNE PDL;435286588;SIREN
758;CELLULE ECONOMIQUE DE BRETAGNE;777734021;SIREN
758;ASSOCIATION DES FICHIERS PARTAGES AFIPART;818851545;SIREN
759;CPME NORMANDIE;331965350;SIREN
760;SYND NAT LOUEURS VOITURE LONGUE DUREE;419589908;SIREN
761;FEDER NATIONAL INDUST LAITIERE;784357741;SIREN
761;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
761;UNION DES ANNONCEURS;784669533;SIREN
761;SYNDIFRAIS;784856130;SIREN
763;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
763;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
763;CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;338261019;SIREN
766;UNION NATIONALE FEDERATION H L M;775697907;SIREN
767;FRANCE CHIMIE;784358855;SIREN
770;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
771;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
771;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
772;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
772;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
772;FRANCE INDUSTRIE;840718597;SIREN
772;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
773;CCI & CAUX;501546790;SIREN
773;SYND MIXT PARC ACTIV CALVADOS HONFLEUR;251405346;SIREN
773;OFFICE DE TOURISME;522676360;SIREN
773;LE HAVRE - PORT CENTER;W762006456;RNA
773;CCI FRANCE;187500020;SIREN
773;SOC DES COURSES DE LISIEUX;780744983;SIREN
773;GRAND PORT MARITIME DU HAVRE;775700198;SIREN
773;ASSOCIATION DU POLE D'ENTREPRISES DE FECAMP ET DU PAYS DES HAUTES FALAISES;807383179;SIREN
773;AIFCC INSERTION;444922389;SIREN
773;ECOLE DE MANAGEMENT DE NORMANDIE;479806630;SIREN
774;FEDERATION DES EMPLOYEURS DU SPECTACLE VIVANT PUBLIC ET PRIVE;517474508;SIREN
774;FESAC;484376678;SIREN
774;ASS GEST COMM PARIT NAT EMPL FORM SPECT;410076467;SIREN
774;ADRIC;W751154877;RNA
774;UNION SYNDICALE DES EMPLOYEURS DU SECTEUR PUBLIC DU SPECTACLE VIVANT;848751319;SIREN
775;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
775;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
776;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
778;LE TROMBINOSCOPE;504867789;SIREN
779;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
779;FRSEA BOURGOGNE FRANCHE COMTE;442375820;SIREN
780;ASSOCIATION DES CHAINES PRIVEES;507862811;SIREN
781;CONSEIL NATIONAL DES CHAMBRES REGIONALES DE L ECONOMIE SOCIALE;482565116;SIREN
782;ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;W751184083;RNA
782;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
786;CMA FRANCE;187500046;SIREN
786;CHAMBRE REGIONALE DE METIERS ET DE L ARTISANAT D'ILE DE FRANCE;187512371;SIREN
790;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
790;FORUM DE LA TELEVISION MOBILE;490418571;SIREN
790;ADRIC;443682414;SIREN
790;ASSOCIATION FRANCAISE DES INDUSTRIELS DU NUMERIQUE DANS L'EDUCATION ET LA FORMATION;823103429;SIREN
790;TV FRANCE INTERNATIONAL;400367280;SIREN
790;ASSOCIATION DE PROMOTION DE LA VOD;H678843778;HATVP
793;FEDERATION FRANCAISE DU BATIMENT GRAND EST;780428587;SIREN
793;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
794;SYND NATIONAL EDITION PHONOGRAPHIQUE;784358418;SIREN
795;L'ALLIANCE 7;381436666;SIREN
795;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
795;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
795;FACCO CHAMB SYND FABRI ALIMENT;317217305;SIREN
795;UNION DES ANNONCEURS;784669533;SIREN
796;CTRE DE RECHERCH & INFORM POUR LE DVP;335063269;SIREN
796;EAU VIVE;314208869;SIREN
796;PARTENARIAT FRANCAIS POUR L'EAU;753506013;SIREN
796;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
796;FEDERATION DES ACTEURS DE LA SOLIDARITE;308401090;SIREN
796;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
796;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
796;COORDINATION HUMANITAIRE ET DEVELOPPEMEN;391296589;SIREN
797;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
801;FEDERATION PROFESSIONNELLE DU DRONE CIVIL U1 2 FPDC;800428799;SIREN
802;Fédération européenne du portage salarial;H109897311;HATVP
803;FEDER FRANCAISE TELECOMS COMMUNICATIONS ELECTRONIQUES;502086325;SIREN
803;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
803;SYNTEC INGENIERIE;384718839;SIREN
803;HD FORUM;479140113;SIREN
803;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
803;SYNDICAT DE L'EDITION VIDEO NUMERIQUE;342560133;SIREN
803;FORUM DE LA TELEVISION MOBILE;490418571;SIREN
803;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
803;UNION DES ANNONCEURS;784669533;SIREN
805;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
805;CTRE DE RECHERCH & INFORM POUR LE DVP;335063269;SIREN
805;PROGRAMME SOLIDARITE EAU;433872546;SIREN
809;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
810;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
811;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
811;EVOLEN;534585419;SIREN
811;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
811;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
811;UNION ROUTIERE DE FRANCE;784361701;SIREN
811;ASSOCIATION DES SOUS-CONCESSIONNAIRES D'AUTOROUTES;795065705;SIREN
813;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
813;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
813;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
813;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
813;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
814;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
814;COMITE FRANC ENVIRON DEVELOP DURABLE;399155779;SIREN
814;COMITE NATIONAL CONTRE LE BIZUTAGE;481199586;SIREN
814;INSTITUT DES DIRIGEANTS D'ASSOCIATIONS ET FONDATIONS;349966457;SIREN
814;POUR UNE ALLIANCE SCIENCES SOCIETES ( ALLISS );803146752;SIREN
814;UCPA SPORTS LOISIRS;352902035;SIREN
814;UCPA SPORT VACANCES;775682040;SIREN
816;GEMME;493174825;SIREN
817;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
818;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
818;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
819;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
819;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
819;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
822;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
823;JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;379678758;SIREN
824;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
824;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
824;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
824;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
824;CLUB DE L AMELIORATION DE L HABITAT;393520556;SIREN
827;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
827;FEDERATION DU COMMERCE AGRICOLE ET AGROALIMENTAIRE;810264556;SIREN
828;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
829;ASS INTERCONS DEVEL APPRENT METIERS COMM;317962900;SIREN
829;COMITE DEPARTEMENTAL TOURISME EURE;319150900;SIREN
829;IIT FORMATIONS ALTERNEES ORNES;401104567;SIREN
830;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
831;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
833;CONFERENCE INTERNATIONALE DES ORDRES DE PHARMACIENS FRANCOPHONES;492629621;SIREN
833;COMITE DE LIAISON DES INSTITUTIONS ORDINALES - CLIO;W751189349;RNA
833;FONDS DE DOTATION POUR LA GESTION ET LA VALORISATION DU PATRIMOINE PHARMACEUTIQUE;808814446;SIREN
833;CAISSE ASSURANCE VIEILLESSE PHARMACIE;784338881;SIREN
833;ACADEMIE NATIONALE DE PHARMACIE;130023013;SIREN
834;JEUNES AGRICULTEURS;784853970;SIREN
835;FEDERATION SOCIETES IMMOBILIER FONCIERES;784855405;SIREN
835;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
836;CTRE REGIONAL JEUNES AGRICULTEURS BRETAG;408373751;SIREN
838;CCI FRANCE;187500020;SIREN
841;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
842;ASSOCIATION DE DEFENSE DES ENTREPRISES PENALISEES PAR L'AFFILIATION A UNE CAISSE DE CONGES PAYES DU BATIMENT (ADEPACCOPAB);W751177781;RNA
842;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
844;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
845;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
845;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
846;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
846;BRF;808456214;SIREN
846;UNION DES ANNONCEURS;784669533;SIREN
846;AMCHAM EVENTS;800417891;SIREN
846;UNION NATIONALE INTERPROFES JUS DE FRUIT;784408387;SIREN
847;INSTITUT EUROPLACE DE FINANCE;484032594;SIREN
847;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
848;ASSOCIATION FRANCAISE DU FROID;W751005353;RNA
849;F.N.A.R.;537838203;SIREN
849;HOUSING PLUS EUROPE;424967131;SIREN
849;UNION NATIONALE FEDERATION H L M;775697907;SIREN
850;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
850;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES AUVERGNE RHONE-ALPES;824171912;SIREN
851;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
852;FEDALIM;440577674;SIREN
855;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
858;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
859;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
861;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
864;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
864;CHAMB SYND IMPORT AUTOMOBILES MOTOCYCLES;784717126;SIREN
864;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
865;PORTAIL DE LA PUBLICITE LEGALE DES ENTREPRISES;130019078;SIREN
867;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
868;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
869;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
870;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
871;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
871;ASSOCIATION FRANCAISE INDEPENDANTE DE L ELECTRICITE ET DU GAZ;752289678;SIREN
875;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
875;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
877;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
878;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
879;FEDERAT ENSEIGNES COMMERCE ASSOCIE FCA;784410292;SIREN
881;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
881;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
881;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
882;FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;W751223237;RNA
885;FEDERATION DES ACTEURS DE LA SOLIDARITE;308401090;SIREN
885;ASS FRANCIL. FAVORISER INSERT. PAR LOGT;394012074;SIREN
885;CDC HABITAT;470801168;SIREN
885;UNAFO;321877904;SIREN
888;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
889;CMA FRANCE;187500046;SIREN
889;CHAMBRE REGIONALE DE METIERS ET DE L'ARTISANAT AUVERGNE-RHONE-ALPES;130021975;SIREN
891;ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;W751184083;RNA
891;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
892;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
892;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;SIREN
895;CINOV;488769274;SIREN
897;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
897;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
897;CTRE DE RECHERCH & INFORM POUR LE DVP;335063269;SIREN
897;FINANSOL FINANCE ET SOLIDARITE;409218765;SIREN
897;PLATEFORME ONG FRANCAISES PALESTINE;433238037;SIREN
897;DELEGATION CATHOLIQUE POUR LA COOPERATIO;775667025;SIREN
897;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
899;VIN ET SOCIETE;500328570;SIREN
900;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
900;CENTRE ETUDE DIRECTEURS ASSOCIAT PROFESS;344299425;SIREN
900;PARFUMS AROMES SENTEURS SAVEURS;484942560;SIREN
901;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
901;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES AUVERGNE RHONE-ALPES;824171912;SIREN
902;CGPME COMMUNICATION;438965352;SIREN
903;FED REGION SYNDICAT EXPLOITANT AGRICOLE;403797954;SIREN
903;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
905;UNION ROUTIERE DE FRANCE;784361701;SIREN
906;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
908;ARMATEURS DE FRANCE;784357600;SIREN
908;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
908;UNION DES PORTS DE FRANCE;319617635;SIREN
908;AVENIR TRANSPORTS;439476250;SIREN
910;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
910;L UNION;525177986;SIREN
911;COMITE POUR LE DEVELOPPEMENT DURABLE EN SANTE - C2DS;507428670;SIREN
912;UNION NATIONALE POUR LA PROMOTION ET LE DEVELOPPPEMENT DE LA LOCATION DE VACANCES;W751216334;RNA
912;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
912;SOCIETE COOPERATIVE DES AGENCES DE VOYAGES;538291014;SIREN
912;OFFICE DE TOURISME ET DES CONGRES PARIS;775671373;SIREN
912;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
913;UNION DEPT DES PME DU MAINE ET LOIRE;410551550;SIREN
913;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
913;CONFED GENER PETIT MOYEN ENTREPRISES PDL;417726452;SIREN
914;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
916;PARIS EUROPLACE;393769252;SIREN
916;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
916;ASSOCIATION FRANCAISE DE LA GESTION FINANCIERE AFG;W751050161;RNA
916;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
917;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
917;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
919;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
921;JEUNES AGRICULTEURS NOUVELLE AQUITAINE;490290400;SIREN
922;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
922;MEDEF RHONE ALPES;300986403;SIREN
922;UNION RHONE ALPES CGPME;403151368;SIREN
923;CMA FRANCE;187500046;SIREN
924;LES FORCES MUSICALES;483532958;SIREN
924;REUNION DES OPERAS DE FRANCE;784412702;SIREN
924;ASSOCIATION FRANCAISE DES ORCHESTRES;391531373;SIREN
925;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
925;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
925;ALLIANCE DES MINERAIS MINERAUX ET METAUX - A3M;801944315;SIREN
929;FEDERATION DES INDUSTRIES DES RESEAUX D INITIATIVE PUBLIQUE;790734990;SIREN
929;INSTITUT DES APPLICATIONS SPATIALES INSPACE;807839162;SIREN
929;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
929;INSTIT AUDIOVISUEL TELECOMM EN EUROPE;314398686;SIREN
929;ASSOC NATION ELUS DE MONTAGNE;332211317;SIREN
929;CENTRE ETUDE & PROSPECTIVE STRATEGIQUE;342469707;SIREN
929;FORUM DE LA TELEVISION MOBILE;490418571;SIREN
930;COMITE NAT FR CHAMBRE COMMERCE INTERN;784855520;SIREN
930;UNION FRANCAISE MARKETING DIRECT;434856746;SIREN
931;ALLIANCE POUR LA CONFIANCE NUMERIQUE;797543550;SIREN
931;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
931;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
933;ASA CENTRE REGIONAL JEUNES AGRICULTEURS;389241050;SIREN
934;COMITE INTERPROF VIN APPELLATION ORIGINE;448179333;SIREN
935;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
936;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
936;RESEAU ATLANTIC 2.0;510377435;SIREN
937;UNION NAT INTER OEUVRE PRIVE SANIT SOCIA;775672223;SIREN
939;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
940;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
942;LIGUE FRANCAISE DES DROITS DE L'ENFANT - LFDDE;W751223380;RNA
944;BASE;H467201901;HATVP
945;COOP DE FRANCE;784179665;SIREN
946;BASE;H467201901;HATVP
947;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
947;ALLIANCE FROID CLIMATISAT ENVIRONNEMENT;444375638;SIREN
948;ORGANISME PROFESSIONNEL DE QUALIFICATION DES ENTREPRISES DE PRESTATIONS DE SERVICES INTELLECTUELS ISQ;338799695;SIREN
948;OUTRE-MER NETWORK;531825388;SIREN
948;EUROPEAN CLUB FOR COUNTERTRADEAND OFFSET;801522657;SIREN
948;CHAMBRE DE COMMERCE INTERNATIONALE;784357337;SIREN
948;COM NAT CONSEIL COMMERCE EXTERIEUR FRA;784360943;SIREN
