domaines_intervention_actions_menees;activite_id
Education;2660
Formation professionnelle;2660
Formation professionnelle;2661
Tourisme/hôtellerie;2662
Déchets;2662
PME/TPE;2663
Tourisme/hôtellerie;2663
Education;2664
Marché du numérique;2664
Taxes;2665
Impôts;2665
Budget;2665
Droit du travail;2666
Impact des transports individuels;2667
Transport de voyageurs;2668
Taxes;2669
Impôts;2669
Prévention;2669
Budget;2669
Publicité;2670
Liberté d’expression et d’information;2670
Presse écrite;2670
Moralisation/Transparence;2670
Professions réglementées;2671
PME/TPE;2671
Tourisme/hôtellerie;2671
Prévention;2671
Sécurité nationale;2671
PME/TPE;2672
Tourisme/hôtellerie;2672
Agriculture;2672
Banques;2673
PME/TPE;2674
Tourisme/hôtellerie;2674
Occupation des sols;2674
Construction;2674
Impôts;2675
Logement;2675
Construction;2675
Marché du numérique;2676
Taxes;2677
Prévention;2677
Industrie agroalimentaire;2677
Finances;2678
Banques;2678
Education;2679
Formation professionnelle;2679
Enseignement supérieur;2679
Finances;2680
Banques;2680
Impôts;2681
Logement;2681
Construction;2681
Protection des données;2682
Marché du numérique;2683
Cinéma;2684
Liberté d’expression et d’information;2685
Protection des données;2685
Impôts;2686
Audiovisuel;2687
Musique;2687
Marché du numérique;2687
Budget;2687
Liberté d’expression et d’information;2688
Presse écrite;2688
Ordre administratif;2688
PME/TPE;2689
Tourisme/hôtellerie;2689
Taxes;2690
Tourisme/hôtellerie;2690
Budget;2690
Assurance chômage;2691
PME/TPE;2691
Droit du travail;2691
Tourisme/hôtellerie;2691
Tourisme/hôtellerie;2692
Marché du numérique;2692
PME/TPE;2693
Tourisme/hôtellerie;2693
Patrimoine;2693
Développement des territoires;2693
Marché du numérique;2693
Tourisme/hôtellerie;2694
Sécurité et normes alimentaires;2694
Industrie agroalimentaire;2694
Agriculture;2694
Professions réglementées;2695
PME/TPE;2695
Jeux d'argent;2695
Développement des territoires;2695
PME/TPE;2696
Moralisation/Transparence;2696
Justice civile;2696
Patrimoine;2697
Tourisme/hôtellerie;2698
Développement économique des outre-mer;2698
Formation professionnelle;2699
Enseignement supérieur;2699
Politique industrielle;2700
Taxation;2700
Budget;2700
Politique industrielle;2701
Politique industrielle;2702
Politique industrielle;2703
Politique industrielle;2704
Formation professionnelle;2705
Logement;2706
Système de santé et médico-social;2706
Famille;2706
Egalité femmes/hommes;2706
Laïcité;2706
Taxes;2707
Industrie agroalimentaire;2707
Agriculture;2707
Budget;2707
Taxes;2708
Industrie agroalimentaire;2708
Agriculture;2708
Taxation;2708
Budget;2708
PME/TPE;2709
Sécurité routière;2709
PME/TPE;2710
Aides aux entreprises;2710
Développement des territoires;2710
Energies fossiles;2710
Droit de la concurrence;2711
PME/TPE;2711
Droit de la concurrence;2712
PME/TPE;2712
Recherche et innovation;2712
Protection des données;2712
Marché du numérique;2712
PME/TPE;2713
Taxes;2714
PME/TPE;2714
Aides aux entreprises;2714
Impact des transports individuels;2714
Energies fossiles;2714
PME/TPE;2715
Aides aux entreprises;2715
Impact des transports individuels;2715
Energies fossiles;2715
Professions réglementées;2716
PME/TPE;2716
Transports alternatifs;2716
Sécurité routière;2716
PME/TPE;2717
Développement des territoires;2717
Sécurité routière;2717
Taxes;2718
PME/TPE;2718
Budget;2718
Taxes;2719
PME/TPE;2719
Formation professionnelle;2720
Taxes;2721
PME/TPE;2721
Aides aux entreprises;2721
Sécurité routière;2721
Budget;2721
PME/TPE;2722
Dépollution;2722
Déchets;2722
Taxes;2723
PME/TPE;2723
Impact des transports individuels;2723
Transports alternatifs;2723
Sécurité routière;2723
Taxes;2724
PME/TPE;2724
Aides aux entreprises;2724
Impact des transports individuels;2724
Energies fossiles;2724
Droit de la concurrence;2725
PME/TPE;2725
Recherche et innovation;2725
Protection des données;2725
Marché du numérique;2725
Dialogue social;2726
PME/TPE;2726
Education;2726
Formation professionnelle;2726
Droit de la concurrence;2727
PME/TPE;2727
Protection des données;2727
PME/TPE;2728
Energies renouvelables;2728
Energies fossiles;2728
Infrastructures;2728
Jeux d'argent;2729
Développement des territoires;2729
Agriculture;2729
Développement des territoires;2730
Agriculture;2730
Bâtiments et travaux publics;2731
Logement;2731
Bâtiments et travaux publics;2732
Logement;2732
Construction;2732
Bâtiments et travaux publics;2733
Logement;2734
Bâtiments et travaux publics;2735
Taxes;2736
Médicaments;2736
Système de santé et médico-social;2736
Taxes;2737
Médicaments;2737
Système de santé et médico-social;2737
Taxes;2738
Médicaments;2738
Système de santé et médico-social;2738
Impôts;2739
Impôts;2740
Impôts;2741
Impôts;2742
Impôts;2743
Impact de l'activité industrielle;2743
PME/TPE;2744
Professions réglementées;2745
Moralisation/Transparence;2745
Impôts;2746
Humanitaire;2746
Aide au développement;2746
Impôts;2747
Budget;2747
Bâtiments et travaux publics;2748
Bâtiments et travaux publics;2749
Bâtiments et travaux publics;2750
Construction;2750
PME/TPE;2751
Aides aux entreprises;2751
Recherche et innovation;2751
Budget;2751
PME/TPE;2752
Aides aux entreprises;2752
Recherche et innovation;2752
Budget;2752
Protection des données;2753
Finances;2754
Dialogue social;2755
Taxation;2756
Finances;2757
Finances;2758
Finances;2759
Finances;2760
Finances;2761
Finances;2762
Finances;2763
Finances;2764
Finances;2765
Finances;2766
Finances;2767
Finances;2768
Finances;2769
Finances;2770
Finances;2771
Finances;2772
Assurances;2773
Finances;2774
Dialogue social;2775
Remboursements;2776
Prévention;2776
Soins et maladies;2776
Système de santé et médico-social;2776
Remboursements;2777
Prévention;2777
Soins et maladies;2777
Système de santé et médico-social;2777
Impôts;2778
Soins et maladies;2778
Système de santé et médico-social;2778
Budget;2778
Taxes;2779
Soins et maladies;2779
Système de santé et médico-social;2779
Budget;2779
Remboursements;2780
Prévention;2780
Soins et maladies;2780
Système de santé et médico-social;2780
Remboursements;2781
Prévention;2781
Soins et maladies;2781
Système de santé et médico-social;2781
Handicap;2781
Remboursements;2782
Prévention;2782
Soins et maladies;2782
Système de santé et médico-social;2782
Soins et maladies;2783
Système de santé et médico-social;2783
Budget;2783
Remboursements;2784
Prévention;2784
Soins et maladies;2784
Système de santé et médico-social;2784
Remboursements;2785
Prévention;2785
Soins et maladies;2785
Système de santé et médico-social;2785
Budget;2785
Remboursements;2786
Prévention;2786
Soins et maladies;2786
Système de santé et médico-social;2786
Remboursements;2787
Prévention;2787
Soins et maladies;2787
Système de santé et médico-social;2787
Remboursements;2788
Prévention;2788
Soins et maladies;2788
Système de santé et médico-social;2788
Déchets;2789
Qualité de l'eau;2789
Eaux;2789
Energies renouvelables;2789
Agriculture;2789
Produits chimiques;2790
Politique industrielle;2790
Recherche et innovation;2790
Produits chimiques;2791
Politique industrielle;2791
Recherche et innovation;2791
Produits chimiques;2792
Politique industrielle;2792
Recherche et innovation;2792
Produits chimiques;2793
Politique industrielle;2793
Impact de l'activité industrielle;2793
Recherche et innovation;2793
Taxes;2794
Occupation des sols;2794
Transport de voyageurs;2795
Transport de voyageurs;2796
Droit de la concurrence;2797
Politique industrielle;2798
Impact de l'activité industrielle;2798
Droit de la concurrence;2799
Impôts;2800
Taxes;2801
Droit de la concurrence;2802
Sécurité et normes alimentaires;2803
Industrie agroalimentaire;2803
Collectivités territoriales;2804
Transport de voyageurs;2805
Marché du numérique;2805
Transport de voyageurs;2806
Impôts;2807
Droit du travail;2807
Droit du travail;2808
Formation professionnelle;2809
Logement;2810
Impôts;2811
Droit du travail;2811
Taxes;2812
Infrastructures;2812
Taxes;2813
Impôts;2813
E-commerce;2813
Normes de production;2814
Bâtiments et travaux publics;2814
Déchets;2815
Logement;2816
Agriculture;2817
Agriculture;2818
Agriculture;2819
Agriculture;2820
Système de santé et médico-social;2821
Droits et libertés fondamentales;2821
Justice civile;2821
Discriminations;2821
Protection des données;2821
Système de santé et médico-social;2822
Droits et libertés fondamentales;2822
Justice civile;2822
Discriminations;2822
Protection des données;2822
Système de santé et médico-social;2823
Ordre administratif;2823
Justice civile;2823
Système de santé et médico-social;2824
Ordre administratif;2824
Justice civile;2824
Protection des données;2824
Protection des données;2825
Ordre administratif;2826
Justice civile;2826
Système de santé et médico-social;2827
Système de santé et médico-social;2828
Justice civile;2828
Système de santé et médico-social;2829
Système de santé et médico-social;2830
Système de santé et médico-social;2831
Ordre administratif;2832
Justice civile;2832
Système de santé et médico-social;2833
Système de santé et médico-social;2834
Système de santé et médico-social;2835
Système de santé et médico-social;2836
Système de santé et médico-social;2837
Système de santé et médico-social;2838
Système de santé et médico-social;2839
Système de santé et médico-social;2840
Système de santé et médico-social;2841
Système de santé et médico-social;2842
Système de santé et médico-social;2843
Système de santé et médico-social;2844
Système de santé et médico-social;2845
Système de santé et médico-social;2846
Système de santé et médico-social;2847
Système de santé et médico-social;2848
Système de santé et médico-social;2849
Système de santé et médico-social;2850
Système de santé et médico-social;2851
Système de santé et médico-social;2852
Système de santé et médico-social;2853
Système de santé et médico-social;2854
Système de santé et médico-social;2855
Ordre administratif;2855
Droits et libertés fondamentales;2855
Justice civile;2855
Système de santé et médico-social;2856
Système de santé et médico-social;2857
Système de santé et médico-social;2858
Système de santé et médico-social;2859
Système de santé et médico-social;2860
Système de santé et médico-social;2861
Ordre administratif;2861
Droits et libertés fondamentales;2861
Justice civile;2861
Système de santé et médico-social;2862
Ordre administratif;2862
Droits et libertés fondamentales;2862
Justice civile;2862
Système de santé et médico-social;2863
Ordre administratif;2863
Droits et libertés fondamentales;2863
Justice civile;2863
Système de santé et médico-social;2864
Système de santé et médico-social;2865
Système de santé et médico-social;2866
Système de santé et médico-social;2867
Système de santé et médico-social;2868
Système de santé et médico-social;2869
Système de santé et médico-social;2870
Système de santé et médico-social;2871
Ordre administratif;2871
Droits et libertés fondamentales;2871
Justice civile;2871
Système de santé et médico-social;2872
Ordre administratif;2872
Droits et libertés fondamentales;2872
Justice civile;2872
Système de santé et médico-social;2873
Ordre administratif;2873
Droits et libertés fondamentales;2873
Justice civile;2873
Ordre administratif;2874
Droits et libertés fondamentales;2874
Justice civile;2874
Ordre administratif;2875
Droits et libertés fondamentales;2875
Justice civile;2875
Système de santé et médico-social;2876
Ordre administratif;2876
Droits et libertés fondamentales;2876
Justice civile;2876
Système de santé et médico-social;2877
Ordre administratif;2877
Droits et libertés fondamentales;2877
Justice civile;2877
Système de santé et médico-social;2878
Ordre administratif;2878
Droits et libertés fondamentales;2878
Justice civile;2878
Système de santé et médico-social;2879
Ordre administratif;2879
Droits et libertés fondamentales;2879
Justice civile;2879
Système de santé et médico-social;2880
Ordre administratif;2880
Droits et libertés fondamentales;2880
Justice civile;2880
Système de santé et médico-social;2881
Droits et libertés fondamentales;2881
Justice civile;2881
Protection des données;2881
Système de santé et médico-social;2882
Droits et libertés fondamentales;2882
Justice civile;2882
Protection des données;2882
Système de santé et médico-social;2883
Système de santé et médico-social;2884
Ordre administratif;2884
Droits et libertés fondamentales;2884
Justice civile;2884
Système de santé et médico-social;2885
Système de santé et médico-social;2886
Système de santé et médico-social;2887
Système de santé et médico-social;2888
Système de santé et médico-social;2889
Ordre administratif;2889
Droits et libertés fondamentales;2889
Justice civile;2889
Système de santé et médico-social;2890
Ordre administratif;2891
Droits et libertés fondamentales;2891
Justice civile;2891
Système de santé et médico-social;2892
Ordre administratif;2892
Droits et libertés fondamentales;2892
Justice civile;2892
Système de santé et médico-social;2893
Système de santé et médico-social;2894
Système de santé et médico-social;2895
Ordre administratif;2895
Droits et libertés fondamentales;2895
Justice civile;2895
Droits et libertés fondamentales;2896
Justice civile;2896
Protection des données;2896
Marché du numérique;2896
Ordre administratif;2897
Droits et libertés fondamentales;2897
Justice civile;2897
Système de santé et médico-social;2898
Droits et libertés fondamentales;2898
Justice civile;2898
Protection des données;2898
Système de santé et médico-social;2899
Ordre administratif;2899
Droits et libertés fondamentales;2899
Justice civile;2899
Ordre administratif;2900
Droits et libertés fondamentales;2900
Justice civile;2900
Système de santé et médico-social;2901
Ordre administratif;2901
Droits et libertés fondamentales;2901
Justice civile;2901
Système de santé et médico-social;2902
Ordre administratif;2902
Droits et libertés fondamentales;2902
Justice civile;2902
Système de santé et médico-social;2903
Ordre administratif;2903
Droits et libertés fondamentales;2903
Justice civile;2903
Système de santé et médico-social;2904
Ordre administratif;2904
Droits et libertés fondamentales;2904
Justice civile;2904
Moralisation/Transparence;2905
