civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
M;Président de la personne morale siégeant au CA;CAVALIER;Gérald;650;CAVALIER Gérald
M;Président;THOMAS;Guy;650;THOMAS Guy
M;Président;CAVALIER;Gerald;651;CAVALIER Gerald
M;Président;PARIZON;Jean-Pierre;652;PARIZON Jean-Pierre
M;Président du conseil d'administration;BEAUDOUIN;Pierre-Yves;653;BEAUDOUIN Pierre-Yves
M;Président;BADINA;Frederic;654;BADINA Frederic
M;Président;PIVAIN;Mathieu;655;PIVAIN Mathieu
MME;Secrétaire Générale;HUPIN;Caroline;655;HUPIN Caroline
M;PRESIDENT;MAQUEREL;Antoine;656;MAQUEREL Antoine
M;PRESIDENT;GUILLAUME;Eric;657;GUILLAUME Eric
M;Président;AUROUSSEAU;Stéphane;658;AUROUSSEAU Stéphane
M;PRESIDENT;PICON;Michel;659;PICON Michel
M;Gérant;BOSSAERT;Fabrice;660;BOSSAERT Fabrice
M;Président;SALMON;Florian;661;SALMON Florian
M;Président;LAFON;Gilles;662;LAFON Gilles
M;Président du Conseil d'Administration;CLAMADIEU;Jean-Pierre;663;CLAMADIEU Jean-Pierre
MME;Directeur Général;KOCHER;Isabelle;663;KOCHER Isabelle
MME;Directrice associée;JACQUILLAT;Laurence;664;JACQUILLAT Laurence
M;Directeur associé;CHAPEL;Florent;664;CHAPEL Florent
M;Président;DURAND;Christophe;665;DURAND Christophe
MME;Présidente;RADIX;Lydia;666;RADIX Lydia
M;PRESIDENT;MONSONIS;Jean-Pierre;667;MONSONIS Jean-Pierre
M;Président;MOLINA DIT LIBERTY;Alain;668;MOLINA DIT LIBERTY Alain
M;Secrétaire Général;MOIGNOUX;Kevin;668;MOIGNOUX Kevin
M;Président;DURIEUX;Vincent;669;DURIEUX Vincent
M;Vice-Président;ROELSTRAETE;Koen;669;ROELSTRAETE Koen
M;Vice-Président;PARTOUCHE;Olivier;669;PARTOUCHE Olivier
M;Secrétaire;ROBIQUET;Mathieu;669;ROBIQUET Mathieu
MME;Trésorier;SCALES;Charlotte;669;SCALES Charlotte
M;Président;BOUÉTARD;Franck;670;BOUÉTARD Franck
M;Président;DAVID;Vincent;671;DAVID Vincent
M;Directeur général;HOCQUART DE TURTOT;Bruno;671;HOCQUART DE TURTOT Bruno
M;Président du Conseil d'administration;CHAMBON;Pierre;672;CHAMBON Pierre
M;Directeur général;DELPRAT;Cyrille;672;DELPRAT Cyrille
MME;Présidente Directrice Générale DALKIA;JEHANNO;Sylvie;673;JEHANNO Sylvie
M;Délégué Général;BOCQUELET;Hubert;674;BOCQUELET Hubert
M;Président;LIARDET;Michel;674;LIARDET Michel
M;Vice-Président;DARMON;Pierre;674;DARMON Pierre
M;Trésorier;LE SAINT;Loïc;674;LE SAINT Loïc
M;Président directeur général;HUILLARD;Xavier;675;HUILLARD Xavier
M;Président;TOUFLET;Sebastien;676;TOUFLET Sebastien
M;Président;ANTOINE;Patrick;677;ANTOINE Patrick
M;Délégué Général;BERANGER;Vincent;677;BERANGER Vincent
M;PRESIDENT;BURNEREAU;Hubert;678;BURNEREAU Hubert
M;Président du Conseil de Surveillance;SOUFFLET;Michel;679;SOUFFLET Michel
M;Président du Directoire;SOUFFLET;Jean-Michel;679;SOUFFLET Jean-Michel
M;Membre du Directoire;THIERRY;Didier;679;THIERRY Didier
M;Directeur Général - Membre du Directoire;PASSELANDE;Christophe;679;PASSELANDE Christophe
M;Membre du Directoire;LEPY;Jean-François;679;LEPY Jean-François
MME;DIRECTRICE;LE BOUILLE;Laurence;680;LE BOUILLE Laurence
M;PRESIDENT;GUEHENNEC;Frank;680;GUEHENNEC Frank
MME;SECRETAIRE GENERALE;LUHERNE;Marie-Andree;680;LUHERNE Marie-Andree
M;Président;GATEAU;Luc;681;GATEAU Luc
MME;Directrice exécutive;TORRES MAGUEDANO;Marie-Aude;681;TORRES MAGUEDANO Marie-Aude
M;Président-Directeur Général;FIEVET;Antoine;682;FIEVET Antoine
M;Président;BATTISTA;Charles;683;BATTISTA Charles
M;Associate Vice President - Managing Director France;JEGOU;Loïc;684;JEGOU Loïc
MME;DIRECTEUR;LE PAGE;Catherine;685;LE PAGE Catherine
M;PRESIDENT;RAGUENAUD;Patrick;685;RAGUENAUD Patrick
M;MAS;MAS;Jean-Pierre;686;MAS Jean-Pierre
M;Président;LAFRAGETTE;Alain;687;LAFRAGETTE Alain
M;Président;LE GALL DU TERTRE;Christian;688;LE GALL DU TERTRE Christian
M;PRESIDENT DU CONSEIL D'ADMINISTRATION- DIRECTEUR GENERAL;RUDELLE;Jean-Baptiste;689;RUDELLE Jean-Baptiste
M;Président;RICHARD;Thibault;690;RICHARD Thibault
M;Président;SCHILANSKY;Jean-Louis;691;SCHILANSKY Jean-Louis
MME;Présidente- Directrice générale;GUILLOUARD;Catherine;692;GUILLOUARD Catherine
MME;DIRECTRICE GENERALE;CHARTIER;Hélène;693;CHARTIER Hélène
MME;PRESIDENT;TASSAN TOFFOLA;Sylvia;693;TASSAN TOFFOLA Sylvia
M;VICE-PRESIDENT;SCHMIDT;Philipp;693;SCHMIDT Philipp
M;Président délégué général;LEANDRI;Didier;694;LEANDRI Didier
M;Président Fondateur;QUINTARD;Alexandre;695;QUINTARD Alexandre
MME;Directrice Générale;JUILLET;Isabelle;696;JUILLET Isabelle
M;Président;CIMITAN;Filippo;696;CIMITAN Filippo
M;Directeur Général;BOUSTOULLER;Eric;697;BOUSTOULLER Eric
MME;Secrétaire Générale;ETZENBACH-HUGUENIN;Nathalie;697;ETZENBACH-HUGUENIN Nathalie
MME;Présidente;COHEN-SOLAL;Lyne;698;COHEN-SOLAL Lyne
M;Directeur général;LAFLAMME;Bernard;699;LAFLAMME Bernard
M;Président du Conseil d'administration;KATRAWA;Dominique;699;KATRAWA Dominique
M;Directeur Général;BALES;Vincent;700;BALES Vincent
M;Président;BOUGARD;Philippe;701;BOUGARD Philippe
M;Président;FLABEAU;Jean-Luc;702;FLABEAU Jean-Luc
MME;Trésorière;GOUPY;Véronique;703;GOUPY Véronique
MME;Membre du Bureau;LEGER;Patricia;703;LEGER Patricia
M;Président;ANANE;Arthur;703;ANANE Arthur
MME;Directrice régionale;MEDOU-MARERE;Isabelle;703;MEDOU-MARERE Isabelle
M;Vice-Président;CHERIDI;Djamel;703;CHERIDI Djamel
MME;Vice-Présidente;THEAUDIERE;Martine;703;THEAUDIERE Martine
MME;Vice-Présidente;ANASTASIOU;Maritsa;703;ANASTASIOU Maritsa
M;Vice-Président;ROUYER;Patrick;703;ROUYER Patrick
M;Vice-Président;CARCELES;Jean-Paul;703;CARCELES Jean-Paul
M;Vice-Président;FRUTIEAUX;Sébastien;703;FRUTIEAUX Sébastien
M;Vice-Président;MORILLON;François;703;MORILLON François
M;Vice-Président;OUARTI;Rachid;703;OUARTI Rachid
M;Secrétaire;PIEDRA;Christophe;703;PIEDRA Christophe
MME;Vice-Présidente;LEGRAND;Marie-Françoise;703;LEGRAND Marie-Françoise
M;Trésorier adjoint;MERLIN;Jean-Jacques;703;MERLIN Jean-Jacques
M;President;D'AMBROGI;Filippo;704;D'AMBROGI Filippo
M;Président;JEHAN;Philippe;705;JEHAN Philippe
M;Président;GROS;Thierry;706;GROS Thierry
MME;Secrétaire générale;BELLAOUI;Nadia;707;BELLAOUI Nadia
M;Secrétaire général;DESCHAMPS;Jean-Karl;707;DESCHAMPS Jean-Karl
M;Directeur général des services;MEUGNIER;Guillaume;707;MEUGNIER Guillaume
M;Directeur général des services;DUPRE;Christophe;707;DUPRE Christophe
M;Président;DUCOMTE;Jean-Michel;707;DUCOMTE Jean-Michel
M;Directeur Général;FOURNIER;Antoine;708;FOURNIER Antoine
M;Président;DE PRINCE;Yann;708;DE PRINCE Yann
M;Président Directeur Général STMicroelectronics SA;TINGAUD;Thierry;709;TINGAUD Thierry
M;DIRECTEUR GENERAL DELEGUE;BOINET;Sven;710;BOINET Sven
M;PRESIDENT DIRECTEUR GENERAL;BAZIN;Sebastien;710;BAZIN Sebastien
M;Président;BLAISE;Sylvain;711;BLAISE Sylvain
M;Directeur Général;TRIOLLET;Jean Luc;712;TRIOLLET Jean Luc
M;Président;JACQUEMARD;Jean-Robert;713;JACQUEMARD Jean-Robert
M;Directeur général;CHARNEAU;Dominique;713;CHARNEAU Dominique
M;PRESIDENT DU CNAEMO;STELLA;Salvatore;714;STELLA Salvatore
MME;DELEGUEE GENERALE DU CNAEMO;DAUTIGNY;Sandrine;714;DAUTIGNY Sandrine
M;VICE-PRESIDENT DU CNAEMO;PARRA;Hervé;714;PARRA Hervé
MME;VICE-PRESIDENT DU CNAEMO;SITTLER;Marie-France;714;SITTLER Marie-France
MME;SECRETAIRE GENERALE DU CNAEMO;MONS;Céline;714;MONS Céline
M;TRESORIER DU CNAEMO;RUHLMANN;Eric;714;RUHLMANN Eric
M;ADMINISTRATEUR DU CNAEMO;MAHIER;Jean-Pierre;714;MAHIER Jean-Pierre
M;Président;VIDON;Jean-Luc;715;VIDON Jean-Luc
M;Président;DARGERY;Sylvain;716;DARGERY Sylvain
M;Président Directeur-Général;SAADA;Maxime;717;SAADA Maxime
MME;Secrétaire Générale;MÉNASÉ;Laetitia;717;MÉNASÉ Laetitia
MME;Présidente-directrice générale;ERNOTTE CUNCI;Delphine;718;ERNOTTE CUNCI Delphine
M;Président;VANDROMME;Patrick;719;VANDROMME Patrick
M;Délégué Général;MIRSKI;Jean-Yves;720;MIRSKI Jean-Yves
M;Président;HUCK;Didier;720;HUCK Didier
M;Président;BENOIT;Jean-Paul;721;BENOIT Jean-Paul
M;Directeur général;L'EPINE;Yves;722;L'EPINE Yves
M;Président;MOINARD;Philippe;723;MOINARD Philippe
M;Secrétaire Général;LAYRE;Bernard;723;LAYRE Bernard
M;Président;FOURNIER FAVRE;Guillaume;724;FOURNIER FAVRE Guillaume
M;Délégué Général;MESLIER;Alain;724;MESLIER Alain
M;directeur général;DELABORDE;Michel;725;DELABORDE Michel
M;president;LE HENAFF;Thierry;725;LE HENAFF Thierry
M;Président;LAFOND;Claude;726;LAFOND Claude
M;Délégué Général;CASTANIER;Fabien;727;CASTANIER Fabien
M;Président;VALLAT;Bernard;727;VALLAT Bernard
M;Président;BLANGY;Nicolas;728;BLANGY Nicolas
M;Secrétaire Général;MARTIN;Geoffrey;728;MARTIN Geoffrey
MME;Présidente;TUAILLON;Sylvie;729;TUAILLON Sylvie
M;Président;HERNING;Thierry;730;HERNING Thierry
M;Directeur Général;KERFANT;Nicolas;730;KERFANT Nicolas
M;Directeur Général;LEDJAM;Patrick;730;LEDJAM Patrick
M;Directeur Général;DUBOIS;Christian;730;DUBOIS Christian
M;Président;PITON;Jean-Luc;731;PITON Jean-Luc
M;Président;MARIOTTE;Olivier;732;MARIOTTE Olivier
M;Vice Président Industrie CPME23;BEAUCHOUX;Gilles;733;BEAUCHOUX Gilles
M;Vice Président Commerce CPME23;TIXIER;Jean-Francois;733;TIXIER Jean-Francois
M;Vice Président Artisanat CPME23;BOUILLOT;Bernard;733;BOUILLOT Bernard
MME;Vice Président Services CPME23;PEYROT;Madeleine;733;PEYROT Madeleine
MME;"Secrétaire et Co responsable du club entrepreneuriat au  Féminin ""Femmes de Creuse  en Marche""";BRIAT;Gina;733;BRIAT Gina
MME;"Co responsable du club entrepreneuriat au  Féminin ""Femmes de Creuse  en Marche""";CHAPUT MALIKI;Michèle;733;CHAPUT MALIKI Michèle
MME;Trésorière CPME23;LAUNAY;Nathalie;733;LAUNAY Nathalie
M;Président;MICARD;Philippe;733;MICARD Philippe
MME;Secrétaire  Générale;SERGENT;Chantal;733;SERGENT Chantal
M;Président directeur général;DE RUFFRAY;Benoît;734;DE RUFFRAY Benoît
M;Directeur général délégué;BELLONI;Antonio;735;BELLONI Antonio
M;PRESIDENT;HUNAULT;Jean-Louis;736;HUNAULT Jean-Louis
M;Président;HOURDAIN;Philippe;737;HOURDAIN Philippe
M;Directeur Général;BRUSSELLE;David;737;BRUSSELLE David
M;président;FLAHAULT;Guillaume;738;FLAHAULT Guillaume
MME;Présidente;PELLETIER;Maria;739;PELLETIER Maria
M;Président;CADIN;Loïc;740;CADIN Loïc
M;Vice-président du conseil d'administration, directeur général;BRUGIÈRE;Hugo;741;BRUGIÈRE Hugo
M;Directeur général délégué;HALLO;Baudouin;741;HALLO Baudouin
M;président;BORDAT;Jacques;742;BORDAT Jacques
M;Président;MAQUIN;Philippe;743;MAQUIN Philippe
M;PRESIDENT;ANTHONY;Barbier;744;ANTHONY Barbier
M;SECRETAIRE GENERAL;ROLLAND;Vincent;744;ROLLAND Vincent
M;PRESIDENT;TRIOLLET;Jean Luc;745;TRIOLLET Jean Luc
MME;DIRECTRICE;QUENOUILLE;Helene;745;QUENOUILLE Helene
M;Président du conseil d'administration et directeur général;DU GUERNY;Antoine;746;DU GUERNY Antoine
M;Président;GIUDICELLI;Bernard;747;GIUDICELLI Bernard
M;Trésorier Général;CAVALLIN;Hugues;747;CAVALLIN Hugues
M;Secrétaire Général;FISCHER;Alain;747;FISCHER Alain
MME;Présidente;LEVASSEUR;Olivia;748;LEVASSEUR Olivia
M;Président;GAINNIER;Bernard;749;GAINNIER Bernard
M;Gérant;OVION;Jérôme;750;OVION Jérôme
M;Président;BEAUDET;Thierry;751;BEAUDET Thierry
M;Directeur Général;DEDEYAN;Stéphane;751;DEDEYAN Stéphane
MME;Directrice Opérationnelle;BABOIN;Christine;752;BABOIN Christine
M;CEO;ENDERS;Tom;753;ENDERS Tom
M;COO;BREGIER;Fabrice;753;BREGIER Fabrice
M;Haut représentant Defense France;FAURY;Guillaume;753;FAURY Guillaume
M;Corporate Secretary;HARRISON;John;753;HARRISON John
M;Président;PINTA;Philippe;754;PINTA Philippe
M;Directeur Général;BOURNIGAL;Jean-Marc;754;BOURNIGAL Jean-Marc
M;DIRECTEUR GENERAL;TRANCHANT;Romain;755;TRANCHANT Romain
M;Président;DE CESARE;Paolo;756;DE CESARE Paolo
M;Président;FRÉMEAUX;Philippe;757;FRÉMEAUX Philippe
M;Président;ROGEMONT;Marcel;758;ROGEMONT Marcel
M;Directeur;SCIBERRAS;Patrick;758;SCIBERRAS Patrick
M;president;FREBOURG;Dominique;759;FREBOURG Dominique
M;Président du Conseil d'Administration, Directeur Général;VAN GROENENDAEL;Alain;760;VAN GROENENDAEL Alain
M;Directeur général;EYRAUD;François;761;EYRAUD François
M;Co-Président;D'ORNANO;Philippe;762;D'ORNANO Philippe
M;Co-Président;COIRIER;Frédéric;762;COIRIER Frédéric
M;Directeur Général;SCHMIDT DE LA BRÉLIE;Christian;763;SCHMIDT DE LA BRÉLIE Christian
M;Vice-Président;DOUINE;Thierry;763;DOUINE Thierry
MME;Présidente;GRANDPIERRE-MANGIN;Catherine;763;GRANDPIERRE-MANGIN Catherine
M;Président;PELLETIER;Loïc;764;PELLETIER Loïc
M;Délégué général;MUGNIER;Olivier;764;MUGNIER Olivier
M;Président;GOURCEROL;Jérôme;765;GOURCEROL Jérôme
M;Président;COTTE;Robert;766;COTTE Robert
M;Président;BARANNE;Bruno;767;BARANNE Bruno
MME;Directrice Générale;POMMARET;Eugénia;767;POMMARET Eugénia
M;Président;CHABAUTY;Alain;768;CHABAUTY Alain
M;Secrétaire Général;RENAUD;Olivier;768;RENAUD Olivier
M;Dirigeant-Gérant;GOVERNATORI;Jean-Joel;769;GOVERNATORI Jean-Joel
M;Délégué général;TAVERNIER;Philippe;770;TAVERNIER Philippe
M;Président;DE BENTZMANN;Godefroy;770;DE BENTZMANN Godefroy
MME;Présidente;SAADA-BENABEN;Céline;771;SAADA-BENABEN Céline
MME;Directrice juridique France;VUAILLAT;Nathalie;771;VUAILLAT Nathalie
M;Président;HENNAUT;Benoit;772;HENNAUT Benoit
MME;Présidente;LASSARAT;Léa;773;LASSARAT Léa
M;Directeur Général;LEHERICY;Eric;773;LEHERICY Eric
MME;Présidente;MALIS;Marie-José;774;MALIS Marie-José
M;président;TRICHET;Mickael;775;TRICHET Mickael
M;secretaire général;GUYOT;Francois;775;GUYOT Francois
M;Président;FOUCHE;Lionel;776;FOUCHE Lionel
M;Directeur Général Délégué;FEREY;Daniel;777;FEREY Daniel
M;Président;DELFRAISSY;Jean-François;778;DELFRAISSY Jean-François
MME;Vice-présidente;BARRÉ-SINOUSSI;Françoise;778;BARRÉ-SINOUSSI Françoise
M;Secrétaire général;PIZARRO;Louis;778;PIZARRO Louis
MME;Trésorière;KIENY;Marie-Paule;778;KIENY Marie-Paule
M;PRESIDENT;FAIVRE;Fabrice;779;FAIVRE Fabrice
M;Président Directeur Général;PELISSON;Gilles;780;PELISSON Gilles
MME;Présidente;LIPS;Marie-Martine;781;LIPS Marie-Martine
M;Directeur;OGER;Christian;781;OGER Christian
M;Président;CAPELLE;Patrice;782;CAPELLE Patrice
M;President;PECRESSE;Jerome;783;PECRESSE Jerome
M;Président;PLANTIN;Philippe;784;PLANTIN Philippe
M;Secrétaire Général;BAILLEUL;Patrick;784;BAILLEUL Patrick
MME;Présidente;IDIR;Naima;785;IDIR Naima
M;Vice-Président;CHONÉ;Fabien;785;CHONÉ Fabien
MME;Présidente;RICHARD;Nicole;786;RICHARD Nicole
MME;Secrétaire Général;ROMBAUX;Dorothee;786;ROMBAUX Dorothee
M;PRESIDENT;LONDICHE;Antoine;787;LONDICHE Antoine
M;Directeur;LAM;Bou;788;LAM Bou
MME;PRESIDENTE;JOLIVET;Brigitte;789;JOLIVET Brigitte
MME;MEMBRE DU CONSEIL D'ADMINISTRATION - COMMUNICATION;LEVRAULT;Marie Catherine;789;LEVRAULT Marie Catherine
MME;Directrice générale;HATCHONDO;Régine;790;HATCHONDO Régine
MME;Présidente du Directoire;CAYLA;Véronique;790;CAYLA Véronique
MME;Présidente;VON EUW;Stéphanie;791;VON EUW Stéphanie
M;Secrétaire Général;ABD EL FATAH ALAZAB;Samir;792;ABD EL FATAH ALAZAB Samir
M;Président;LAMBLIN;Jean-Luc;793;LAMBLIN Jean-Luc
M;Trésorier;MATHIEU;Vincent;793;MATHIEU Vincent
M;Président et président du directoire;NUSSE;Olivier;794;NUSSE Olivier
M;Membre du directoire et directeur général adjoint;PICAUD;Patrick;794;PICAUD Patrick
M;Membre du directoire et directeur général adjoint;DE GASQUET;Sébastien;794;DE GASQUET Sébastien
M;Président;CORNU;Christophe;795;CORNU Christophe
M;Président Fondateur;LAHLOU;Rachid;796;LAHLOU Rachid
M;Directeur Exécutif;KHELLADI;Mahieddine;796;KHELLADI Mahieddine
M;Directeur général;MONTERO;Serge;797;MONTERO Serge
M;Président;REVEILHAC;Guillaume;798;REVEILHAC Guillaume
M;Président;DE GARDELLE;Luc;799;DE GARDELLE Luc
MME;PRESIDENT;BOY DE LA TOUR;Nathalie;800;BOY DE LA TOUR Nathalie
M;DIRECTEUR GENERAL EXECUTIF;QUILLOT;Didier;800;QUILLOT Didier
M;Managing Director Europe;BRANDENBURG;Martin;801;BRANDENBURG Martin
MME;Secrétaire;BIEGEL;Cathy;802;BIEGEL Cathy
M;Vice-président;COURTEUGE;Patrick-Henri;802;COURTEUGE Patrick-Henri
M;Vice-président;BESSET;Yves;802;BESSET Yves
M;Trésorier;MAHE;Emmanuel;802;MAHE Emmanuel
MME;Présidente;GUIGNARD;Patricia;802;GUIGNARD Patricia
M;Président-Directeur Général;RICHARD;Stéphane;803;RICHARD Stéphane
M;Secrétaire général;GUÉRIN;Nicolas;803;GUÉRIN Nicolas
M;President;KHAYAT;David;804;KHAYAT David
M;Directeur France;GROLLEAU;Laurent;805;GROLLEAU Laurent
MME;Présidente;TRESSE;Dominique;805;TRESSE Dominique
M;Président;CARDONA;Christian;806;CARDONA Christian
M;Président;DOLLEANS;Jean Luc;807;DOLLEANS Jean Luc
M;PRESIDENT;ROUE;Guillaume;808;ROUE Guillaume
M;Président;MASSON;Laurent;809;MASSON Laurent
M;Président de la FUB;SCHNEIDER;Olivier;810;SCHNEIDER Olivier
M;Président;VOVK;Alexis;811;VOVK Alexis
MME;gérant;VIAU;Claude;812;VIAU Claude
M;Président;SCHNEPP;Gilles;813;SCHNEPP Gilles
M;Délégué général;LAVIGNE;Benoit;813;LAVIGNE Benoit
M;Président;LOSFELD;Jimmy;814;LOSFELD Jimmy
M;Trésorier;CHARPENTIER;Jean-Pascal;814;CHARPENTIER Jean-Pascal
M;Directeur général;GENET;Maixent;814;GENET Maixent
M;Area Manager France, Belgique, Pays-Bas;CHAD;Robert;815;CHAD Robert
M;Président;BRIÈRE;Pascal;816;BRIÈRE Pascal
M;Directeur général - Pharmacien Responsable;LE DOEUFF;Emmanuel;816;LE DOEUFF Emmanuel
M;Président;CHATEL;Luc;817;CHATEL Luc
M;Directeur Général;RENAUDIN;André;818;RENAUDIN André
M;PRESIDENT;SCHERER;Christian;819;SCHERER Christian
M;Secrétaire Général et Directeur juridique;TORREA;Frédéric;819;TORREA Frédéric
M;Directeur BU Mines;PEYTHIEU;Jacques;820;PEYTHIEU Jacques
M;Président;DAOULAS;Didier;821;DAOULAS Didier
M;Vice Président;PASTOREL;Armand;821;PASTOREL Armand
M;Administrateur;ATTAS;Maurice;821;ATTAS Maurice
M;Administrateur;LAZARSKI;Alain;821;LAZARSKI Alain
M;Administrateur;BASTIEN;Charles;821;BASTIEN Charles
M;Administrateur;GUITTARD;Frédéric;821;GUITTARD Frédéric
M;Président;BOURLEZ;Adrien;822;BOURLEZ Adrien
M;Co-président;JAULIN;Davy;823;JAULIN Davy
M;Co-président;BOUANCHEAU;Jordy;823;BOUANCHEAU Jordy
M;Président Directeur Général;DE CHALENDAR;Pierre-André;824;DE CHALENDAR Pierre-André
M;Président;BECQUET;Jean-Christophe;825;BECQUET Jean-Christophe
M;Délégué général;COUCHET;Frédéric;825;COUCHET Frédéric
M;Président;LOPEZ;Franck;826;LOPEZ Franck
M;Secrétaire Général Directeur des Services;MARTIN;Claude;826;MARTIN Claude
M;Président;PISSIER;Antoine;827;PISSIER Antoine
M;Délégué Général;MATHON;Damien;827;MATHON Damien
M;Président 2018-2020;FAREY;Loïc;828;FAREY Loïc
M;Président;COSTASEQUE;Jean-Michel;829;COSTASEQUE Jean-Michel
MME;DIRECTRICE GENERALE;WAHL;Delphine;829;WAHL Delphine
M;Directeur Général;ALLIGNER;Gilles;830;ALLIGNER Gilles
M;Président;LINDRON;Didier;831;LINDRON Didier
M;Président;COIMBRA PAULO;Serge;832;COIMBRA PAULO Serge
MME;1ere Vice Présidente;ROULAND;Dominique;832;ROULAND Dominique
M;Vice Président;STAGLIANO;Fabien;832;STAGLIANO Fabien
M;Vice Président;CASIMONT;Serge;832;CASIMONT Serge
M;Vice Président;MAUDOUIT;Jérémy;832;MAUDOUIT Jérémy
M;Trésorier général;LESTRADE;Thomas;832;LESTRADE Thomas
MME;Trésorière adjointe;VERIN;Laina;832;VERIN Laina
M;Secrétaire Général;SALOMON;Bruno;832;SALOMON Bruno
MME;Présidente;WOLF-THAL;Carine;833;WOLF-THAL Carine
M;Président;HONORAT;Stéphane;834;HONORAT Stéphane
MME;Directrice Générale;BRUNEL;Méka;835;BRUNEL Méka
M;Président;CORNEC;Stéphane;836;CORNEC Stéphane
M;Président;CHENET;Didier;837;CHENET Didier
M;Premier Vice Président;COHAT;Stéphane;838;COHAT Stéphane
M;Deuxième Vice Président;PETORIN;Philippe;838;PETORIN Philippe
M;Dirécteur général;HOUDOUIN;Christophe;838;HOUDOUIN Christophe
M;Président;HAUTIER;Thierry;838;HAUTIER Thierry
M;PRESIDENT;BEAUJANEAU;Jerome;839;BEAUJANEAU Jerome
M;Président;CHOUET;Stéphane;840;CHOUET Stéphane
M;Directeur;ELSESSER;Adam;841;ELSESSER Adam
MME;Directrice;ROTHMAN;Lynn;841;ROTHMAN Lynn
M;Directeur;PRAY;James;841;PRAY James
M;Président;LE BOULER;Jacques;842;LE BOULER Jacques
M;Président;DE SAINT JOUAN;Cedric;843;DE SAINT JOUAN Cedric
M;Président du Syndicat JA 07;BERTRAND;Sylvain;844;BERTRAND Sylvain
M;Directeur Général;FAVA;Daniel;845;FAVA Daniel
M;Président;GAY-BELLILE;François;846;GAY-BELLILE François
M;Directeur Général;LISSOWSKI;Antoine;847;LISSOWSKI Antoine
M;Président;CAVALIER;Gerald;848;CAVALIER Gerald
M;Directeur associé;LACCHIA;Laurent;848;LACCHIA Laurent
M;Président;PHILIPPART;Eric;849;PHILIPPART Eric
M;PRESIDENT;FIALIP;Yannick;850;FIALIP Yannick
M;Président;PETIT;Bertrand;851;PETIT Bertrand
M;Secrétaire Général;LAYA;Pascal;851;LAYA Pascal
M;Délégué Général;BOCQUELET;Hubert;852;BOCQUELET Hubert
M;Président;TOUZALIN;Olivier;852;TOUZALIN Olivier
MME;Vice-Président Trésorier;ACAT-VERGNET;Muriel;852;ACAT-VERGNET Muriel
M;Président;DUBOUT;Antoine;853;DUBOUT Antoine
M;DIrecteur général;PERRIN;Antoine;853;PERRIN Antoine
M;President Directeur General;BAKER;Richard;854;BAKER Richard
M;Président;JAUZAC;Bernard;855;JAUZAC Bernard
M;Président;GARRETA;André;856;GARRETA André
M;Directeur Général;ELISSALDE;Patxi;856;ELISSALDE Patxi
M;Président;BERETTA;Joseph;857;BERETTA Joseph
MME;Secrétaire générale;GOUBET;Cécile;857;GOUBET Cécile
M;Président;FROMENTIN;Thierry;858;FROMENTIN Thierry
M;Directeur Général;FRAYSSINET;Vincent;858;FRAYSSINET Vincent
M;Président Directeur Général;RELECOM;Charles;859;RELECOM Charles
M;Directeur Général Délégué aux Finances;LASSUS;Jean Pierre;859;LASSUS Jean Pierre
M;Administrateur;DUCLOS;Benjamin;860;DUCLOS Benjamin
M;Président;DEGENNE;Laurent;861;DEGENNE Laurent
M;Président;BONFILS;Michel;862;BONFILS Michel
M;co-Président;DAUGER;Olivier;863;DAUGER Olivier
M;co-Président;QUAAK;Jacques-Pierre;863;QUAAK Jacques-Pierre
M;Secrétaire Général;LEMAISTRE;Jean;863;LEMAISTRE Jean
M;Président;MARTIN;Christophe;864;MARTIN Christophe
M;Président;BIENVENU;Bernard;865;BIENVENU Bernard
M;Président;DUMONT;Jean-Louis;866;DUMONT Jean-Louis
M;Président;GAYRAUD;Michel;867;GAYRAUD Michel
M;PRESIDENT;POISSON;Patrick;868;POISSON Patrick
M;PRESIDENT;TRULLEN;Bruno;869;TRULLEN Bruno
MME;SECRETAIRE GENERALE;GALLAND;Celine;869;GALLAND Celine
M;PRÉSIDENT;GRIZAUD;Alain;870;GRIZAUD Alain
