secteur_activite;representants_id
Logement, aménagement du territoire, urbanisme;688
Numérique;689
Concurrence, consommation;690
Economie;690
Environnement;690
Logement, aménagement du territoire, urbanisme;690
Economie;691
Transports, logistique;692
Concurrence, consommation;693
Economie;693
Recherche, innovation;693
Médias, industries culturelles;693
Numérique;693
Economie;694
Fiscalité, finances publiques;694
Environnement;694
Sports, loisirs, tourisme;694
Transports, logistique;694
Concurrence, consommation;695
Travail, emploi, solidarité;695
Recherche, innovation;695
Fiscalité, finances publiques;695
Médias, industries culturelles;695
Numérique;695
Outre-mer;695
Professions réglementées;695
Santé, sécurité sociale;695
Communications électroniques;695
Transports, logistique;695
Economie;696
Energie;696
Recherche, innovation;696
Environnement;696
Numérique;696
Economie;697
Numérique;697
Communications électroniques;697
Arts, patrimoine culturel;698
Concurrence, consommation;698
Economie;698
Education, enseignement supérieur, formation;698
Environnement;698
Médias, industries culturelles;698
Economie;699
Energie;699
Environnement;699
Outre-mer;699
Energie;700
Environnement;700
Travail, emploi, solidarité;701
Concurrence, consommation;701
Economie;701
Education, enseignement supérieur, formation;701
Environnement;701
Travail, emploi, solidarité;702
Fiscalité, finances publiques;702
Justice;702
Professions réglementées;702
Travail, emploi, solidarité;703
Logement, aménagement du territoire, urbanisme;703
Questions migratoires;703
Santé, sécurité sociale;704
Agriculture, alimentation, pêche;705
Concurrence, consommation;705
Fiscalité, finances publiques;705
Environnement;705
Transports, logistique;706
Arts, patrimoine culturel;707
Education, enseignement supérieur, formation;707
Numérique;707
Questions de société;707
Sports, loisirs, tourisme;707
Communications électroniques;708
Défense, sécurité;709
Recherche, innovation;709
Fiscalité, finances publiques;709
Numérique;709
Affaires étrangères, coopération internationale;710
Travail, emploi, solidarité;710
Fiscalité, finances publiques;710
Numérique;710
Sports, loisirs, tourisme;710
Transports, logistique;711
Logement, aménagement du territoire, urbanisme;712
Economie;713
Fiscalité, finances publiques;713
Travail, emploi, solidarité;714
Questions de société;714
Logement, aménagement du territoire, urbanisme;715
Défense, sécurité;716
Recherche, innovation;716
Numérique;716
Communications électroniques;716
Médias, industries culturelles;717
Numérique;717
Propriété intellectuelle;717
Médias, industries culturelles;718
Numérique;718
Logement, aménagement du territoire, urbanisme;719
Arts, patrimoine culturel;720
Médias, industries culturelles;720
Numérique;720
Banques, assurances, secteur financier;721
Travail, emploi, solidarité;721
Santé, sécurité sociale;721
Commerce extérieur;722
Recherche, innovation;722
Santé, sécurité sociale;722
Agriculture, alimentation, pêche;723
Concurrence, consommation;723
Travail, emploi, solidarité;723
Fiscalité, finances publiques;723
Environnement;723
Fiscalité, finances publiques;724
Environnement;724
Logement, aménagement du territoire, urbanisme;724
Economie;725
Energie;725
Recherche, innovation;725
Fiscalité, finances publiques;725
Environnement;725
Commerce extérieur;726
Travail, emploi, solidarité;726
Pouvoirs publics, institutions, fonction publique;726
Agriculture, alimentation, pêche;727
Concurrence, consommation;727
Travail, emploi, solidarité;728
Fiscalité, finances publiques;728
Gouvernance d’entreprise;728
Logement, aménagement du territoire, urbanisme;728
Pouvoirs publics, institutions, fonction publique;728
Economie;729
Education, enseignement supérieur, formation;729
Travail, emploi, solidarité;729
Fiscalité, finances publiques;729
Logement, aménagement du territoire, urbanisme;729
Agriculture, alimentation, pêche;730
Economie;730
Recherche, innovation;730
Environnement;730
Santé, sécurité sociale;730
Economie;731
Travail, emploi, solidarité;731
Fiscalité, finances publiques;731
Santé, sécurité sociale;732
Agriculture, alimentation, pêche;733
Arts, patrimoine culturel;733
Banques, assurances, secteur financier;733
Economie;733
Education, enseignement supérieur, formation;733
Travail, emploi, solidarité;733
Energie;733
Fiscalité, finances publiques;733
Gouvernance d’entreprise;733
Environnement;733
Justice;733
Logement, aménagement du territoire, urbanisme;733
Médias, industries culturelles;733
Numérique;733
Pouvoirs publics, institutions, fonction publique;733
Santé, sécurité sociale;733
Communications électroniques;733
Transports, logistique;733
Energie;734
Environnement;734
Logement, aménagement du territoire, urbanisme;734
Transports, logistique;734
Agriculture, alimentation, pêche;735
Concurrence, consommation;735
Recherche, innovation;735
Médias, industries culturelles;735
Propriété intellectuelle;735
Agriculture, alimentation, pêche;736
Economie;736
Education, enseignement supérieur, formation;736
Recherche, innovation;736
Santé, sécurité sociale;736
Economie;737
Education, enseignement supérieur, formation;737
Environnement;737
Logement, aménagement du territoire, urbanisme;737
Transports, logistique;737
Concurrence, consommation;738
Economie;738
Education, enseignement supérieur, formation;738
Travail, emploi, solidarité;738
Santé, sécurité sociale;738
Agriculture, alimentation, pêche;739
Environnement;739
Santé, sécurité sociale;739
Agriculture, alimentation, pêche;740
Commerce extérieur;740
Concurrence, consommation;740
Pouvoirs publics, institutions, fonction publique;740
Santé, sécurité sociale;740
Défense, sécurité;741
Commerce extérieur;742
Concurrence, consommation;742
Economie;742
Energie;742
Environnement;742
Défense, sécurité;743
Education, enseignement supérieur, formation;743
Professions réglementées;743
Agriculture, alimentation, pêche;744
Logement, aménagement du territoire, urbanisme;745
Travail, emploi, solidarité;746
Energie;746
Fiscalité, finances publiques;746
Environnement;746
Transports, logistique;746
Sports, loisirs, tourisme;747
Concurrence, consommation;748
Economie;748
Energie;748
Fiscalité, finances publiques;748
Environnement;748
Economie;749
Fiscalité, finances publiques;749
Gouvernance d’entreprise;749
Numérique;749
Professions réglementées;749
Affaires étrangères, coopération internationale;750
Commerce extérieur;750
Concurrence, consommation;750
Défense, sécurité;750
Economie;750
Education, enseignement supérieur, formation;750
Travail, emploi, solidarité;750
Energie;750
Fiscalité, finances publiques;750
Gouvernance d’entreprise;750
Environnement;750
Justice;750
Logement, aménagement du territoire, urbanisme;750
Numérique;750
Propriété intellectuelle;750
Communications électroniques;750
Transports, logistique;750
Banques, assurances, secteur financier;751
Travail, emploi, solidarité;751
Pouvoirs publics, institutions, fonction publique;751
Santé, sécurité sociale;751
Banques, assurances, secteur financier;752
Santé, sécurité sociale;752
Questions de société;752
Défense, sécurité;753
Recherche, innovation;753
Transports, logistique;753
Agriculture, alimentation, pêche;754
Commerce extérieur;754
Recherche, innovation;754
Environnement;754
Economie;755
Sports, loisirs, tourisme;755
Concurrence, consommation;756
Economie;756
Sports, loisirs, tourisme;756
Banques, assurances, secteur financier;757
Commerce extérieur;757
Travail, emploi, solidarité;757
Fiscalité, finances publiques;757
Environnement;757
Logement, aménagement du territoire, urbanisme;758
Logement, aménagement du territoire, urbanisme;759
Banques, assurances, secteur financier;760
Energie;760
Fiscalité, finances publiques;760
Environnement;760
Transports, logistique;760
Agriculture, alimentation, pêche;761
Commerce extérieur;762
Economie;762
Travail, emploi, solidarité;762
Recherche, innovation;762
Fiscalité, finances publiques;762
Gouvernance d’entreprise;762
Pouvoirs publics, institutions, fonction publique;762
Banques, assurances, secteur financier;763
Santé, sécurité sociale;763
Concurrence, consommation;764
Travail, emploi, solidarité;764
Agriculture, alimentation, pêche;765
Logement, aménagement du territoire, urbanisme;766
Agriculture, alimentation, pêche;767
Recherche, innovation;767
Fiscalité, finances publiques;767
Environnement;767
Santé, sécurité sociale;767
Agriculture, alimentation, pêche;768
Concurrence, consommation;769
Education, enseignement supérieur, formation;769
Recherche, innovation;769
Environnement;769
Justice;769
Logement, aménagement du territoire, urbanisme;769
Médias, industries culturelles;769
Pouvoirs publics, institutions, fonction publique;769
Professions réglementées;769
Questions de société;769
Education, enseignement supérieur, formation;770
Travail, emploi, solidarité;770
Recherche, innovation;770
Fiscalité, finances publiques;770
Numérique;770
Commerce extérieur;771
Economie;771
Numérique;771
Pouvoirs publics, institutions, fonction publique;772
Economie;773
Education, enseignement supérieur, formation;773
Recherche, innovation;773
Logement, aménagement du territoire, urbanisme;773
Pouvoirs publics, institutions, fonction publique;773
Arts, patrimoine culturel;774
Travail, emploi, solidarité;774
Fiscalité, finances publiques;774
Médias, industries culturelles;774
Questions de société;774
Agriculture, alimentation, pêche;775
Agriculture, alimentation, pêche;776
Défense, sécurité;777
Energie;777
Fiscalité, finances publiques;777
Environnement;777
Outre-mer;777
Affaires étrangères, coopération internationale;778
Défense, sécurité;778
Education, enseignement supérieur, formation;778
Travail, emploi, solidarité;778
Recherche, innovation;778
Environnement;778
Logement, aménagement du territoire, urbanisme;778
Numérique;778
Outre-mer;778
Pouvoirs publics, institutions, fonction publique;778
Questions migratoires;778
Santé, sécurité sociale;778
Agriculture, alimentation, pêche;779
Travail, emploi, solidarité;779
Fiscalité, finances publiques;779
Environnement;779
Médias, industries culturelles;780
Numérique;780
Propriété intellectuelle;780
Banques, assurances, secteur financier;781
Concurrence, consommation;781
Economie;781
Education, enseignement supérieur, formation;781
Travail, emploi, solidarité;781
Energie;781
Recherche, innovation;781
Gouvernance d’entreprise;781
Environnement;781
Logement, aménagement du territoire, urbanisme;781
Médias, industries culturelles;781
Pouvoirs publics, institutions, fonction publique;781
Professions réglementées;781
Santé, sécurité sociale;781
Questions de société;781
Sports, loisirs, tourisme;781
Transports, logistique;781
Recherche, innovation;782
Santé, sécurité sociale;782
Energie;783
Economie;784
Education, enseignement supérieur, formation;784
Travail, emploi, solidarité;784
Fiscalité, finances publiques;784
Logement, aménagement du territoire, urbanisme;784
Energie;785
Economie;786
Education, enseignement supérieur, formation;786
Travail, emploi, solidarité;786
Fiscalité, finances publiques;786
Logement, aménagement du territoire, urbanisme;786
Energie;787
Environnement;787
Logement, aménagement du territoire, urbanisme;787
